"well","minutes","input","normalised_fluorescence","conc"
"G5",26.2,"no template",0,"1:60"
"G8",26.2,"no template",0,"1:70"
"G11",26.2,"no template",0,"1:80"
"A2",39.98,"spike 10^6",0.137104732333663,"1:50"
"A5",39.98,"spike 10^6",0.184183694261339,"1:60"
"A8",39.98,"spike 10^6",0.125830722447034,"1:70"
"A11",39.98,"spike 10^6",0.311703387326723,"1:80"
"B2",39.98,"spike 10^5",-0.0310995978952509,"1:50"
"B5",39.98,"spike 10^5",0.0341331672866025,"1:60"
"B8",39.98,"spike 10^5",0.0126588193180668,"1:70"
"B11",39.98,"spike 10^5",0.0275523816277905,"1:80"
"C2",39.98,"spike 10^4",-0.0820277807658678,"1:50"
"C5",39.98,"spike 10^4",-0.00959820512556253,"1:60"
"C8",39.98,"spike 10^4",0.000603894514604519,"1:70"
"C11",39.98,"spike 10^4",0.0115313820746743,"1:80"
"D2",39.98,"spike 10^3",-0.100293941904711,"1:50"
"D5",39.98,"spike 10^3",-0.00125159978123124,"1:60"
"D8",39.98,"spike 10^3",-0.0393181685665953,"1:70"
"D11",39.98,"spike 10^3",-0.0179382274625972,"1:80"
"E2",39.98,"spike 10^2",-0.0550274701544959,"1:50"
"E5",39.98,"spike 10^2",-0.0763003602293306,"1:60"
"E8",39.98,"spike 10^2",-0.0359503969021115,"1:70"
"E11",39.98,"spike 10^2",-0.0476836071259756,"1:80"
"F2",39.98,"spike 10",-0.0526248993848013,"1:50"
"F5",39.98,"spike 10",-0.0386000270830276,"1:60"
"F8",39.98,"spike 10",-0.0363038275007734,"1:70"
"F11",39.98,"spike 10",0.025898775363848,"1:80"
"G2",39.98,"no template",0,"1:50"
"G5",39.98,"no template",0,"1:60"
"G8",39.98,"no template",0,"1:70"
"G11",39.98,"no template",0,"1:80"
"A2",54.15,"spike 10^6",0.365623553496488,"1:50"
"A5",54.15,"spike 10^6",0.333438224329259,"1:60"
"A8",54.15,"spike 10^6",0.271184907259806,"1:70"
"A11",54.15,"spike 10^6",0.50948056373751,"1:80"
"B2",54.15,"spike 10^5",-0.00577446796244563,"1:50"
"B5",54.15,"spike 10^5",0.0372400461706293,"1:60"
"B8",54.15,"spike 10^5",0.0149274583124275,"1:70"
"B11",54.15,"spike 10^5",0.0566338812876352,"1:80"
"C2",54.15,"spike 10^4",-0.0844202261765756,"1:50"
"C5",54.15,"spike 10^4",-0.0297822796381615,"1:60"
"C8",54.15,"spike 10^4",-0.00440114175394868,"1:70"
"C11",54.15,"spike 10^4",0.0135613812707633,"1:80"
"D2",54.15,"spike 10^3",-0.0934308072800851,"1:50"
"D5",54.15,"spike 10^3",-0.0225326464651365,"1:60"
"D8",54.15,"spike 10^3",-0.040109599504597,"1:70"
"D11",54.15,"spike 10^3",-0.0240689361719064,"1:80"
"E2",54.15,"spike 10^2",-0.0562355150430536,"1:50"
"E5",54.15,"spike 10^2",-0.0729176407849093,"1:60"
"E8",54.15,"spike 10^2",-0.0322386945612458,"1:70"
"E11",54.15,"spike 10^2",-0.028002515093579,"1:80"
"F2",54.15,"spike 10",-0.0236333154252011,"1:50"
"F5",54.15,"spike 10",-0.0361581330023226,"1:60"
"F8",54.15,"spike 10",-0.0496783247611032,"1:70"
"F11",54.15,"spike 10",0.0310673032235331,"1:80"
"G2",54.15,"no template",0,"1:50"
"G5",54.15,"no template",0,"1:60"
"G8",54.15,"no template",0,"1:70"
"G11",54.15,"no template",0,"1:80"
"A2",67.92,"spike 10^6",0.49852982140032,"1:50"
"A5",67.92,"spike 10^6",0.419734573959644,"1:60"
"A8",67.92,"spike 10^6",0.351625156629569,"1:70"
"A11",67.92,"spike 10^6",0.498523479109322,"1:80"
"B2",67.92,"spike 10^5",0.00639940114773219,"1:50"
"B5",67.92,"spike 10^5",0.0118477706334452,"1:60"
"B8",67.92,"spike 10^5",0.0232611163449328,"1:70"
"B11",67.92,"spike 10^5",0.0800786591737856,"1:80"
"C2",67.92,"spike 10^4",-0.0886971747588681,"1:50"
"C5",67.92,"spike 10^4",-0.0536497687654571,"1:60"
"C8",67.92,"spike 10^4",-0.0105343689829243,"1:70"
"C11",67.92,"spike 10^4",0.0250737370966028,"1:80"
"D2",67.92,"spike 10^3",-0.105657317828047,"1:50"
"D5",67.92,"spike 10^3",-0.0521715009078816,"1:60"
"D8",67.92,"spike 10^3",-0.0652838431565519,"1:70"
"D11",67.92,"spike 10^3",-0.0260134836094912,"1:80"
"E2",67.92,"spike 10^2",-0.0641710845779706,"1:50"
"E5",67.92,"spike 10^2",-0.0892950270805848,"1:60"
"E8",67.92,"spike 10^2",-0.0390825145320359,"1:70"
"E11",67.92,"spike 10^2",-0.030895374811488,"1:80"
"F2",67.92,"spike 10",-0.0141706924742719,"1:50"
"F5",67.92,"spike 10",-0.0547445879162392,"1:60"
"F8",67.92,"spike 10",-0.0511940459955686,"1:70"
"F11",67.92,"spike 10",0.0360466150048626,"1:80"
"G2",67.92,"no template",0,"1:50"
"G5",67.92,"no template",0,"1:60"
"G8",67.92,"no template",0,"1:70"
"G11",67.92,"no template",0,"1:80"
"A2",81.68,"spike 10^6",0.641602358243193,"1:50"
"A5",81.68,"spike 10^6",0.546763515974838,"1:60"
"A8",81.68,"spike 10^6",0.435864824984985,"1:70"
"A11",81.68,"spike 10^6",0.517755652633898,"1:80"
"B2",81.68,"spike 10^5",0.0362720271747228,"1:50"
"B5",81.68,"spike 10^5",0.0450350632581147,"1:60"
"B8",81.68,"spike 10^5",0.000430106262903518,"1:70"
"B11",81.68,"spike 10^5",0.0888803844652162,"1:80"
"C2",81.68,"spike 10^4",-0.0932145515631226,"1:50"
"C5",81.68,"spike 10^4",-0.0514693753011368,"1:60"
"C8",81.68,"spike 10^4",-0.022517218585034,"1:70"
"C11",81.68,"spike 10^4",0.0252311462682206,"1:80"
"D2",81.68,"spike 10^3",-0.116813371249688,"1:50"
"D5",81.68,"spike 10^3",-0.0435505685545881,"1:60"
"D8",81.68,"spike 10^3",-0.0708348051920078,"1:70"
"D11",81.68,"spike 10^3",-0.0151672379843337,"1:80"
"E2",81.68,"spike 10^2",-0.0474666441054123,"1:50"
"E5",81.68,"spike 10^2",-0.080555907424916,"1:60"
"E8",81.68,"spike 10^2",-0.0536536632008888,"1:70"
"E11",81.68,"spike 10^2",-0.00980326866932679,"1:80"
"F2",81.68,"spike 10",-0.0440785730611712,"1:50"
"F5",81.68,"spike 10",-0.0535558948170982,"1:60"
"F8",81.68,"spike 10",-0.0762006624050131,"1:70"
"F11",81.68,"spike 10",0.0388193381411732,"1:80"
"G2",81.68,"no template",0,"1:50"
"G5",81.68,"no template",0,"1:60"
"G8",81.68,"no template",0,"1:70"
"G11",81.68,"no template",0,"1:80"
"A2",96.17,"spike 10^6",0.722322019156255,"1:50"
"A5",96.17,"spike 10^6",0.578312359178893,"1:60"
"A8",96.17,"spike 10^6",0.485211888117591,"1:70"
"A11",96.17,"spike 10^6",0.489295528225232,"1:80"
"B2",96.17,"spike 10^5",0.0580515719946111,"1:50"
"B5",96.17,"spike 10^5",0.0202554490189371,"1:60"
"B8",96.17,"spike 10^5",0.000203615697018433,"1:70"
"B11",96.17,"spike 10^5",0.089269114262198,"1:80"
"C2",96.17,"spike 10^4",-0.0803606365512883,"1:50"
"C5",96.17,"spike 10^4",-0.0901985187282375,"1:60"
"C8",96.17,"spike 10^4",-0.0311892656390558,"1:70"
"C11",96.17,"spike 10^4",-0.00537988125321287,"1:80"
"D2",96.17,"spike 10^3",-0.0785614704440261,"1:50"
"D5",96.17,"spike 10^3",-0.0809817563613038,"1:60"
"D8",96.17,"spike 10^3",-0.0782839245477747,"1:70"
"D11",96.17,"spike 10^3",-0.0388855916562636,"1:80"
"E2",96.17,"spike 10^2",-0.0225505292764889,"1:50"
"E5",96.17,"spike 10^2",-0.0867602662089395,"1:60"
"E8",96.17,"spike 10^2",-0.0616857904111456,"1:70"
"E11",96.17,"spike 10^2",-0.0172358967880952,"1:80"
"F2",96.17,"spike 10",0.00912919808956314,"1:50"
"F5",96.17,"spike 10",-0.0609587165700525,"1:60"
"F8",96.17,"spike 10",-0.0851570221956355,"1:70"
"F11",96.17,"spike 10",0.0219884429742063,"1:80"
"G2",96.17,"no template",0,"1:50"
"G5",96.17,"no template",0,"1:60"
"G8",96.17,"no template",0,"1:70"
"G11",96.17,"no template",0,"1:80"
"A2",110.13,"spike 10^6",0.760873190652014,"1:50"
"A5",110.13,"spike 10^6",0.672756207655031,"1:60"
"A8",110.13,"spike 10^6",0.522297881060957,"1:70"
"A11",110.13,"spike 10^6",0.494657622186722,"1:80"
"B2",110.13,"spike 10^5",0.0525138717836262,"1:50"
"B5",110.13,"spike 10^5",0.028783471733983,"1:60"
"B8",110.13,"spike 10^5",-0.00450319575945413,"1:70"
"B11",110.13,"spike 10^5",0.113211638822271,"1:80"
"C2",110.13,"spike 10^4",-0.0904642813571046,"1:50"
"C5",110.13,"spike 10^4",-0.077902202822788,"1:60"
"C8",110.13,"spike 10^4",-0.0467532592399935,"1:70"
"C11",110.13,"spike 10^4",0.00978637726398279,"1:80"
"D2",110.13,"spike 10^3",-0.108099534433312,"1:50"
"D5",110.13,"spike 10^3",-0.0659638934230196,"1:60"
"D8",110.13,"spike 10^3",-0.0959818340200076,"1:70"
"D11",110.13,"spike 10^3",-0.0185010827632701,"1:80"
"E2",110.13,"spike 10^2",-0.0497498025838401,"1:50"
"E5",110.13,"spike 10^2",-0.063612685961963,"1:60"
"E8",110.13,"spike 10^2",-0.064160904784563,"1:70"
"E11",110.13,"spike 10^2",-0.0125696809374543,"1:80"
"F2",110.13,"spike 10",0.00325500612615071,"1:50"
"F5",110.13,"spike 10",-0.0545610453864416,"1:60"
"F8",110.13,"spike 10",-0.0972257027949659,"1:70"
"F11",110.13,"spike 10",0.0332593193537063,"1:80"
"G2",110.13,"no template",0,"1:50"
"G5",110.13,"no template",0,"1:60"
"G8",110.13,"no template",0,"1:70"
"G11",110.13,"no template",0,"1:80"
