Well,Cycle,BLUE,GREEN,YELLOW,RED
D9,9,92197,36589,16710,6473
D10,9,90318,35643,15960,5969
D11,9,89998,35892,16396,6662
D12,9,102575,41122,18553,6856
E1,9,38149,15391,7525,3460
E2,9,42242,17155,8532,4031
E3,9,93022,36694,16685,6406
E4,9,94366,36949,16691,6421
E5,9,97981,38729,17727,6947
E6,9,95378,37684,17219,6735
E7,9,98795,38634,17445,6662
E8,9,100812,39367,17596,6574
E9,9,86322,34505,15627,5843
E10,9,91544,36226,16389,6245
E11,9,88218,35059,15906,6097
E12,9,107349,42693,19292,7306
F1,9,38335,15710,7916,3851
F2,9,37469,15130,7430,3442
F3,9,83151,32841,14954,5846
F4,9,84761,33649,15446,6090
F5,9,89580,35474,16159,6242
F6,9,96850,38073,17174,6535
F7,9,93428,36651,16511,6288
F8,9,94663,37164,16719,6302
F9,9,97890,38494,17191,6265
F10,9,93131,36929,16665,6374
F11,9,82875,33003,14937,5734
F12,9,109932,43612,19573,7241
G1,9,40126,16206,7857,3534
G2,9,42755,17287,8423,3826
G3,9,82098,32799,15132,5900
G4,9,89763,35746,16559,6745
G5,9,90599,35957,16429,6347
G6,9,84731,33819,15713,6271
G7,9,90416,35619,16089,6107
G8,9,88910,34878,15770,6094
G9,9,89434,35442,15947,5934
G10,9,91253,36188,16324,6155
G11,9,95234,37784,16947,6274
G12,9,118386,48321,23137,9963
H1,9,43958,17847,8679,3953
H2,9,48005,19453,9429,4295
H3,9,103604,43226,21074,9388
H4,9,95818,38870,17973,7092
H5,9,97429,39162,17870,6734
H6,9,101399,40867,18546,7056
H7,9,101793,42065,20340,8616
H8,9,97360,38636,17353,6392
H9,9,96454,39054,17868,6768
H10,9,102026,41158,18950,7426
H11,9,85011,35875,16552,6448
H12,9,82710,33281,15109,5752
A1,10,40064,16109,7827,3620
A2,10,38922,15537,7461,3351
A3,10,77148,30140,13565,5131
A4,10,87603,34444,15606,5972
A5,10,84729,33098,14839,5531
A6,10,95256,37147,16569,6125
A7,10,94089,36806,16529,6248
A8,10,80870,31971,14561,5556
A9,10,80457,31843,14415,5507
A10,10,89480,35373,15900,6014
A11,10,80513,31968,14348,5304
A12,10,88746,35090,15466,5509
B1,10,33830,13810,6947,3396
B2,10,36710,15028,7694,3823
B3,10,78098,30680,13796,5171
B4,10,88729,34871,15959,6331
B5,10,85893,33983,15628,6152
B6,10,85604,33739,15294,5814
B7,10,96475,38149,17394,6646
B8,10,91791,36356,16509,6374
B9,10,83237,33826,15438,5913
B10,10,96400,38195,17196,6510
B11,10,79513,31693,14291,5367
B12,10,110338,43636,19846,8324
C1,10,40032,16135,8046,3869
C2,10,36223,14458,6956,3122
C3,10,87681,34370,15534,5971
C4,10,91588,36059,16182,5910
C5,10,93653,36569,16507,6328
C6,10,98648,38578,17409,6614
C7,10,94751,36845,16385,6050
C8,10,85920,34051,15584,6016
C9,10,89534,35449,16132,6142
C10,10,82400,32683,14804,5529
C11,10,92741,36709,16672,6477
C12,10,104676,41749,19002,7259
D1,10,40048,16271,8124,4045
D2,10,41616,16802,8362,3975
D3,10,91234,36139,16738,6802
D4,10,90078,35552,16261,6396
D5,10,99824,39171,17810,6905
D6,10,98429,38974,17963,7145
D7,10,92222,36483,16767,6619
D8,10,89095,35254,16092,6282
D9,10,92616,36784,16813,6532
D10,10,90438,35687,15979,5986
D11,10,89927,35855,16394,6653
D12,10,102562,41110,18568,6886
E1,10,38130,15361,7522,3469
E2,10,42510,17276,8614,4080
E3,10,93077,36744,16711,6415
E4,10,94429,36971,16699,6438
E5,10,97562,38548,17639,6920
E6,10,95174,37607,17225,6737
E7,10,99069,38776,17518,6697
E8,10,100910,39418,17636,6613
E9,10,86386,34537,15655,5887
E10,10,91586,36234,16408,6278
E11,10,88356,35123,15923,6130
E12,10,107570,42766,19333,7333
F1,10,38538,15797,7937,3847
F2,10,37852,15287,7493,3471
F3,10,83201,32850,14957,5840
F4,10,84896,33727,15490,6114
F5,10,89731,35538,16212,6264
F6,10,96467,37926,17118,6516
F7,10,93481,36687,16553,6288
F8,10,94634,37158,16744,6327
F9,10,97902,38520,17196,6287
F10,10,93422,37030,16714,6400
F11,10,83024,33080,14995,5743
F12,10,110612,43880,19729,7314
G1,10,40171,16233,7855,3546
G2,10,42541,17206,8387,3829
G3,10,82096,32805,15145,5938
G4,10,89673,35712,16563,6745
G5,10,90586,35968,16425,6361
G6,10,84746,33819,15727,6268
G7,10,90470,35660,16122,6133
G8,10,88947,34913,15791,6097
G9,10,89433,35429,15965,5911
G10,10,91128,36124,16344,6165
G11,10,95344,37838,16955,6292
G12,10,118681,48411,23202,9995
H1,10,43997,17846,8694,3962
H2,10,47906,19417,9417,4287
H3,10,103403,43114,21036,9385
H4,10,95586,38735,17942,7085
H5,10,97488,39177,17890,6758
H6,10,101180,40790,18522,7062
H7,10,101600,41953,20300,8595
H8,10,97385,38676,17358,6414
H9,10,96451,39091,17885,6776
H10,10,101835,41073,18885,7423
H11,10,84728,35771,16511,6447
H12,10,82535,33221,15071,5725
A1,11,40206,16156,7872,3636
A2,11,39125,15630,7531,3375
A3,11,77307,30233,13598,5145
A4,11,87819,34526,15654,5989
A5,11,84811,33130,14870,5568
A6,11,95465,37246,16637,6145
A7,11,94155,36835,16550,6249
A8,11,80612,31907,14531,5554
A9,11,80429,31854,14417,5534
A10,11,89713,35467,15950,6058
A11,11,80537,31974,14363,5330
A12,11,88844,35136,15481,5547
B1,11,34052,13909,7027,3433
B2,11,36528,14974,7629,3823
B3,11,78449,30871,13897,5215
B4,11,88909,34963,16031,6367
B5,11,85992,34039,15662,6149
B6,11,85656,33758,15320,5837
B7,11,96740,38288,17448,6678
B8,11,92228,36522,16619,6393
B9,11,83862,34061,15547,5990
B10,11,96276,38185,17204,6504
B11,11,79321,31634,14243,5360
B12,11,110379,43608,19856,8351
C1,11,40683,16426,8209,4000
C2,11,36450,14546,7027,3168
C3,11,87708,34399,15557,5970
C4,11,91510,36007,16166,5923
C5,11,93642,36560,16513,6341
C6,11,98677,38607,17448,6640
C7,11,94521,36740,16353,6042
C8,11,86160,34152,15651,6052
C9,11,89559,35511,16163,6158
C10,11,82249,32627,14777,5541
C11,11,93026,36829,16745,6496
C12,11,104742,41768,19015,7283
D1,11,40673,16539,8270,4142
D2,11,41877,16942,8416,4012
D3,11,91108,36128,16721,6820
D4,11,90102,35570,16285,6413
D5,11,100222,39331,17897,6933
D6,11,98588,39043,17981,7146
D7,11,91715,36292,16668,6575
D8,11,89238,35313,16132,6322
D9,11,92993,36947,16868,6552
D10,11,90422,35680,15984,6008
D11,11,90227,35973,16469,6692
D12,11,102371,41014,18541,6900
E1,11,38421,15501,7594,3530
E2,11,42236,17162,8555,4050
E3,11,92903,36680,16690,6430
E4,11,94648,37092,16741,6455
E5,11,97917,38722,17718,6976
E6,11,95154,37603,17218,6753
E7,11,98539,38567,17447,6691
E8,11,100913,39428,17655,6606
E9,11,86479,34574,15669,5877
E10,11,91726,36291,16438,6292
E11,11,88787,35292,16022,6149
E12,11,107336,42673,19312,7331
F1,11,38729,15880,8014,3900
F2,11,37575,15177,7457,3464
F3,11,83202,32862,14985,5852
F4,11,84812,33694,15481,6117
F5,11,89696,35517,16226,6268
F6,11,96518,37929,17135,6543
F7,11,93297,36607,16499,6286
F8,11,94495,37104,16737,6344
F9,11,98120,38599,17285,6328
F10,11,93584,37118,16747,6415
F11,11,83246,33174,15042,5795
F12,11,110107,43681,19637,7295
G1,11,40281,16283,7913,3576
G2,11,42816,17311,8469,3862
G3,11,82323,32915,15206,5948
G4,11,89625,35707,16553,6736
G5,11,90504,35908,16415,6361
G6,11,84575,33762,15702,6281
G7,11,90879,35835,16214,6160
G8,11,89153,34968,15823,6119
G9,11,89286,35358,15935,5917
G10,11,91150,36156,16362,6179
G11,11,95583,37917,17017,6314
G12,11,118342,48296,23149,9986
H1,11,44017,17883,8719,3987
H2,11,48148,19529,9468,4298
H3,11,103389,43092,21039,9387
H4,11,95681,38752,17943,7087
H5,11,97426,39146,17874,6756
H6,11,101127,40745,18529,7072
H7,11,101543,41909,20267,8581
H8,11,97324,38625,17324,6424
H9,11,96594,39098,17910,6797
H10,11,101833,41068,18905,7440
H11,11,84499,35655,16469,6436
H12,11,82677,33260,15103,5762
A1,12,40390,16249,7920,3656
A2,12,39257,15679,7553,3392
A3,12,77141,30159,13577,5156
A4,12,87934,34586,15678,6005
A5,12,85013,33223,14930,5577
A6,12,95600,37306,16672,6157
A7,12,94119,36828,16568,6264
A8,12,81008,32040,14603,5566
A9,12,80767,31984,14497,5563
A10,12,89811,35503,15978,6075
A11,12,80554,31972,14368,5335
A12,12,88908,35140,15491,5551
B1,12,34020,13887,6993,3428
B2,12,36637,15017,7656,3807
B3,12,78236,30800,13850,5197
B4,12,88991,35019,16024,6370
B5,12,86081,34068,15662,6162
B6,12,85743,33822,15350,5872
B7,12,96610,38232,17458,6686
B8,12,91827,36379,16532,6361
B9,12,83536,33903,15488,5940
B10,12,96489,38257,17261,6533
B11,12,79676,31760,14327,5395
B12,12,110269,43558,19829,8340
C1,12,40345,16291,8155,3944
C2,12,36615,14611,7060,3189
C3,12,87027,34130,15422,5934
C4,12,91624,36060,16213,5948
C5,12,93626,36578,16515,6343
C6,12,98704,38614,17419,6665
C7,12,94594,36778,16355,6043
C8,12,85949,34087,15617,6040
C9,12,89584,35502,16168,6168
C10,12,82313,32654,14802,5541
C11,12,93241,36920,16783,6519
C12,12,104698,41755,19002,7269
D1,12,40624,16516,8269,4104
D2,12,41918,16954,8438,4020
D3,12,91129,36125,16733,6810
D4,12,90379,35690,16351,6437
D5,12,100384,39402,17926,6939
D6,12,98680,39122,18008,7177
D7,12,92868,36724,16916,6689
D8,12,89209,35300,16127,6295
D9,12,93015,36954,16895,6572
D10,12,90627,35741,16031,6009
D11,12,90728,36206,16559,6738
D12,12,102074,40901,18514,6882
E1,12,38502,15552,7612,3507
E2,12,42145,17128,8531,4041
E3,12,93109,36782,16730,6444
E4,12,94629,37050,16756,6474
E5,12,97855,38691,17706,6952
E6,12,95470,37741,17307,6773
E7,12,99575,38990,17626,6767
E8,12,100892,39435,17630,6607
E9,12,86421,34551,15670,5900
E10,12,91778,36316,16447,6294
E11,12,89196,35447,16075,6200
E12,12,107057,42541,19255,7304
F1,12,38866,15943,8033,3908
F2,12,37864,15285,7502,3484
F3,12,83178,32855,14984,5846
F4,12,85014,33772,15533,6146
F5,12,89877,35613,16288,6311
F6,12,96862,38085,17201,6587
F7,12,93600,36745,16606,6345
F8,12,94136,36957,16674,6331
F9,12,98192,38667,17321,6349
F10,12,93564,37115,16762,6410
F11,12,83664,33364,15144,5831
F12,12,109804,43548,19577,7267
G1,12,40277,16293,7895,3588
G2,12,42838,17322,8445,3850
G3,12,82345,32948,15215,5988
G4,12,90072,35879,16637,6778
G5,12,90369,35906,16420,6357
G6,12,84693,33803,15743,6292
G7,12,90583,35696,16145,6153
G8,12,89140,34968,15848,6132
G9,12,89165,35305,15922,5924
G10,12,91157,36169,16369,6193
G11,12,95722,37979,17049,6328
G12,12,118252,48234,23140,9995
H1,12,44097,17904,8737,3993
H2,12,48124,19518,9489,4309
H3,12,103385,43088,21048,9410
H4,12,95751,38792,17944,7110
H5,12,97401,39150,17862,6749
H6,12,100925,40639,18457,7046
H7,12,101182,41739,20182,8549
H8,12,97419,38660,17363,6434
H9,12,96722,39160,17946,6822
H10,12,101782,41030,18897,7441
H11,12,84139,35455,16386,6390
H12,12,82752,33253,15109,5769
A1,13,40569,16292,7946,3695
A2,13,39367,15732,7587,3429
A3,13,77457,30315,13640,5188
A4,13,88096,34658,15727,6057
A5,13,85018,33221,14946,5600
A6,13,95709,37371,16700,6174
A7,13,94207,36870,16566,6276
A8,13,81271,32146,14695,5618
A9,13,80711,31969,14505,5569
A10,13,89965,35578,16014,6090
A11,13,80513,31981,14387,5346
A12,13,88894,35135,15516,5580
B1,13,34269,14015,7074,3469
B2,13,37036,15169,7762,3888
B3,13,78545,30939,13946,5265
B4,13,89124,35076,16058,6398
B5,13,85866,33988,15647,6168
B6,13,85820,33865,15372,5870
B7,13,96933,38361,17512,6721
B8,13,91732,36355,16550,6394
B9,13,84312,34229,15631,6044
B10,13,96706,38342,17285,6578
B11,13,80018,31907,14394,5447
B12,13,110345,43569,19854,8364
C1,13,40694,16446,8232,3976
C2,13,36720,14675,7089,3192
C3,13,87354,34240,15497,5972
C4,13,91758,36115,16250,5967
C5,13,94469,36891,16673,6421
C6,13,98874,38692,17495,6679
C7,13,94564,36755,16358,6063
C8,13,86010,34093,15622,6074
C9,13,89394,35457,16140,6172
C10,13,82323,32669,14827,5555
C11,13,93501,37052,16860,6550
C12,13,104738,41763,19014,7287
D1,13,40700,16563,8292,4130
D2,13,41866,16950,8437,4025
D3,13,91109,36131,16730,6802
D4,13,90379,35708,16333,6454
D5,13,101448,39862,18149,7038
D6,13,98738,39137,18065,7212
D7,13,92492,36604,16846,6659
D8,13,89310,35327,16166,6332
D9,13,93165,36997,16930,6601
D10,13,90814,35831,16085,6056
D11,13,90852,36253,16601,6775
D12,13,102278,40992,18573,6917
E1,13,38572,15566,7635,3545
E2,13,42440,17254,8607,4095
E3,13,92736,36627,16652,6416
E4,13,94899,37188,16825,6509
E5,13,98236,38860,17782,7004
E6,13,95557,37792,17326,6810
E7,13,99321,38891,17598,6737
E8,13,100970,39465,17673,6625
E9,13,86470,34577,15702,5917
E10,13,92131,36452,16533,6353
E11,13,89501,35568,16157,6247
E12,13,107216,42612,19311,7347
F1,13,38919,15973,8075,3942
F2,13,38103,15398,7590,3522
F3,13,83357,32935,15066,5878
F4,13,84928,33748,15526,6158
F5,13,90066,35687,16308,6326
F6,13,96632,38014,17184,6560
F7,13,93435,36699,16573,6331
F8,13,94162,36978,16705,6354
F9,13,98078,38618,17299,6353
F10,13,93938,37245,16834,6467
F11,13,83665,33359,15140,5844
F12,13,109719,43512,19580,7278
G1,13,40363,16322,7937,3575
G2,13,42727,17291,8432,3847
G3,13,82537,33034,15272,6003
G4,13,90262,35982,16694,6814
G5,13,90405,35905,16434,6378
G6,13,84710,33786,15733,6302
G7,13,91005,35878,16257,6194
G8,13,89365,35072,15896,6147
G9,13,89194,35354,15949,5950
G10,13,91316,36237,16408,6215
G11,13,95921,38075,17105,6366
G12,13,118197,48207,23141,10013
H1,13,44060,17906,8720,3998
H2,13,48137,19538,9503,4311
H3,13,103309,43059,21021,9409
H4,13,95673,38737,17931,7109
H5,13,97363,39111,17884,6772
H6,13,100871,40610,18463,7048
H7,13,101169,41707,20164,8537
H8,13,97440,38676,17404,6443
H9,13,96846,39187,17968,6853
H10,13,101704,40985,18859,7441
H11,13,84011,35328,16316,6378
H12,13,82702,33246,15115,5785
A1,14,40816,16410,8015,3709
A2,14,39525,15809,7608,3423
A3,14,77721,30416,13710,5196
A4,14,88246,34707,15772,6067
A5,14,85198,33306,14974,5607
A6,14,95944,37450,16737,6185
A7,14,94296,36899,16604,6288
A8,14,81356,32209,14689,5648
A9,14,80745,31960,14504,5562
A10,14,90140,35655,16071,6112
A11,14,80449,31963,14389,5351
A12,14,88993,35184,15536,5592
B1,14,34100,13939,7040,3429
B2,14,36929,15136,7719,3867
B3,14,78780,31028,13994,5282
B4,14,89290,35145,16104,6428
B5,14,86160,34111,15711,6198
B6,14,85901,33891,15388,5892
B7,14,97040,38417,17547,6747
B8,14,91819,36383,16551,6404
B9,14,84643,34350,15711,6067
B10,14,96680,38325,17296,6590
B11,14,80680,32166,14521,5494
B12,14,110428,43615,19875,8369
C1,14,40766,16478,8252,4008
C2,14,36716,14670,7074,3202
C3,14,87674,34396,15562,5977
C4,14,91790,36137,16253,5968
C5,14,94465,36914,16682,6415
C6,14,99081,38751,17523,6704
C7,14,94978,36925,16435,6080
C8,14,86030,34110,15647,6086
C9,14,89433,35461,16161,6166
C10,14,82291,32669,14816,5570
C11,14,93470,37024,16866,6574
C12,14,104741,41735,19029,7308
D1,14,41118,16743,8396,4181
D2,14,42289,17128,8531,4081
D3,14,91216,36182,16775,6830
D4,14,90755,35852,16434,6486
D5,14,101257,39767,18099,7024
D6,14,98704,39139,18053,7195
D7,14,92295,36520,16808,6652
D8,14,89312,35350,16171,6351
D9,14,93338,37085,16977,6606
D10,14,90908,35876,16096,6062
D11,14,90446,36100,16526,6731
D12,14,102133,40945,18565,6923
E1,14,38747,15669,7681,3551
E2,14,42512,17285,8645,4106
E3,14,93007,36760,16756,6440
E4,14,94948,37202,16842,6506
E5,14,98211,38867,17812,7010
E6,14,94861,37507,17194,6753
E7,14,99293,38877,17619,6771
E8,14,101038,39499,17703,6661
E9,14,86449,34550,15687,5939
E10,14,92137,36465,16513,6350
E11,14,89339,35528,16164,6220
E12,14,107103,42548,19274,7333
F1,14,39148,16074,8111,3947
F2,14,38087,15387,7546,3523
F3,14,83647,33052,15067,5900
F4,14,84808,33704,15500,6148
F5,14,90013,35686,16314,6322
F6,14,96380,37920,17159,6546
F7,14,93331,36628,16554,6316
F8,14,93795,36838,16648,6334
F9,14,98294,38746,17378,6389
F10,14,93832,37223,16827,6468
F11,14,83964,33462,15210,5875
F12,14,109600,43458,19571,7275
G1,14,40273,16283,7926,3602
G2,14,42960,17389,8508,3900
G3,14,82318,32957,15242,5999
G4,14,90262,35944,16686,6818
G5,14,90605,35965,16461,6397
G6,14,84413,33687,15697,6272
G7,14,91222,35974,16300,6207
G8,14,89387,35086,15911,6151
G9,14,89130,35318,15942,5956
G10,14,91252,36214,16400,6222
G11,14,96099,38142,17161,6392
G12,14,118014,48137,23125,9984
H1,14,44120,17926,8759,4036
H2,14,48232,19556,9524,4345
H3,14,102940,42863,20940,9347
H4,14,95675,38718,17929,7093
H5,14,97385,39101,17884,6784
H6,14,100885,40608,18457,7042
H7,14,101252,41715,20178,8544
H8,14,97463,38678,17394,6444
H9,14,96875,39212,17991,6855
H10,14,101660,40921,18859,7442
H11,14,83890,35217,16261,6355
H12,14,82727,33228,15131,5800
A1,15,40975,16494,8016,3709
A2,15,39671,15858,7643,3431
A3,15,77822,30465,13726,5212
A4,15,88405,34796,15813,6090
A5,15,85313,33378,15021,5627
A6,15,96086,37521,16773,6233
A7,15,94548,37039,16688,6319
A8,15,81132,32114,14676,5633
A9,15,81127,32117,14609,5596
A10,15,90318,35731,16119,6138
A11,15,80527,31968,14408,5368
A12,15,88989,35170,15566,5608
B1,15,34181,13989,7100,3459
B2,15,36904,15135,7742,3874
B3,15,79013,31125,14055,5285
B4,15,89465,35200,16151,6437
B5,15,86246,34157,15723,6219
B6,15,86107,33989,15425,5897
B7,15,97109,38442,17579,6763
B8,15,92364,36607,16678,6451
B9,15,84569,34306,15695,6052
B10,15,96831,38392,17339,6593
B11,15,80615,32122,14510,5496
B12,15,110537,43656,19910,8379
C1,15,41270,16700,8383,4085
C2,15,36974,14774,7151,3238
C3,15,87922,34530,15619,6014
C4,15,92040,36230,16312,6006
C5,15,94665,37021,16730,6455
C6,15,99183,38837,17567,6716
C7,15,95160,37002,16483,6134
C8,15,86379,34266,15737,6108
C9,15,89984,35686,16271,6219
C10,15,82291,32665,14822,5582
C11,15,93414,37005,16861,6558
C12,15,104714,41737,19003,7310
D1,15,41628,16952,8531,4235
D2,15,42259,17096,8499,4052
D3,15,91294,36207,16784,6855
D4,15,90992,35981,16483,6506
D5,15,101188,39741,18095,7030
D6,15,99075,39289,18144,7248
D7,15,93038,36827,16964,6730
D8,15,89637,35457,16215,6372
D9,15,94087,37373,17132,6682
D10,15,91023,35934,16122,6090
D11,15,90945,36265,16623,6775
D12,15,102228,40978,18578,6936
E1,15,38964,15747,7730,3593
E2,15,42364,17209,8592,4065
E3,15,93153,36835,16783,6468
E4,15,95328,37357,16922,6527
E5,15,98111,38803,17787,7009
E6,15,95422,37758,17338,6829
E7,15,99497,38991,17665,6786
E8,15,101301,39598,17740,6682
E9,15,86482,34534,15697,5924
E10,15,92546,36635,16621,6401
E11,15,89821,35706,16239,6266
E12,15,107664,42791,19396,7399
F1,15,39322,16136,8158,3986
F2,15,38349,15521,7636,3558
F3,15,83589,33028,15083,5918
F4,15,85010,33787,15575,6177
F5,15,90150,35764,16346,6348
F6,15,96737,38070,17234,6614
F7,15,93551,36737,16607,6363
F8,15,93997,36893,16668,6330
F9,15,98354,38749,17392,6393
F10,15,94498,37499,16983,6520
F11,15,84235,33601,15293,5912
F12,15,109698,43508,19593,7315
G1,15,40329,16329,7936,3605
G2,15,43159,17479,8552,3913
G3,15,82693,33091,15325,6040
G4,15,90447,36035,16734,6830
G5,15,90609,36006,16471,6396
G6,15,84712,33810,15768,6332
G7,15,91282,35987,16324,6215
G8,15,89669,35188,15946,6201
G9,15,89134,35317,15944,5984
G10,15,91443,36291,16454,6246
G11,15,96601,38361,17245,6462
G12,15,118252,48202,23148,10026
H1,15,44181,17964,8771,4005
H2,15,48379,19617,9544,4355
H3,15,103124,42914,20962,9386
H4,15,95703,38695,17931,7108
H5,15,97389,39094,17851,6795
H6,15,100670,40491,18413,7041
H7,15,101058,41630,20111,8511
H8,15,97499,38710,17412,6462
H9,15,96879,39225,17992,6863
H10,15,101618,40917,18856,7469
H11,15,83686,35077,16198,6344
H12,15,82701,33237,15141,5806
A1,16,41063,16530,8066,3738
A2,16,39722,15880,7673,3463
A3,16,77999,30513,13749,5240
A4,16,88519,34808,15839,6105
A5,16,85485,33444,15044,5650
A6,16,96269,37588,16846,6229
A7,16,94909,37154,16747,6360
A8,16,81685,32349,14780,5677
A9,16,81196,32176,14596,5630
A10,16,90375,35764,16152,6147
A11,16,80603,31997,14431,5378
A12,16,89142,35225,15589,5626
B1,16,34434,14091,7117,3492
B2,16,37407,15356,7857,3931
B3,16,79191,31223,14113,5337
B4,16,89691,35325,16213,6448
B5,16,86756,34378,15839,6249
B6,16,86280,34051,15462,5934
B7,16,97608,38632,17662,6806
B8,16,91938,36429,16597,6418
B9,16,85207,34558,15809,6141
B10,16,97096,38504,17409,6626
B11,16,81399,32444,14652,5561
B12,16,110468,43596,19879,8389
C1,16,40821,16491,8251,4010
C2,16,36992,14808,7148,3228
C3,16,87896,34482,15609,6014
C4,16,92055,36238,16312,6020
C5,16,94623,36978,16731,6444
C6,16,99384,38867,17613,6718
C7,16,95543,37186,16586,6150
C8,16,86380,34255,15721,6105
C9,16,89968,35706,16301,6253
C10,16,82326,32705,14858,5629
C11,16,94047,37253,16996,6628
C12,16,104754,41740,19043,7328
D1,16,41037,16705,8369,4191
D2,16,42266,17124,8546,4059
D3,16,91459,36309,16850,6869
D4,16,90910,35926,16467,6532
D5,16,100780,39594,18053,7006
D6,16,99077,39286,18124,7241
D7,16,92371,36553,16825,6668
D8,16,89512,35423,16217,6363
D9,16,93884,37304,17102,6675
D10,16,91209,36001,16180,6105
D11,16,91079,36345,16673,6798
D12,16,101920,40865,18505,6924
E1,16,38928,15721,7717,3577
E2,16,42766,17393,8673,4123
E3,16,92928,36714,16746,6467
E4,16,95476,37421,16949,6562
E5,16,98277,38882,17851,7043
E6,16,95267,37695,17308,6820
E7,16,98990,38772,17564,6755
E8,16,101054,39514,17696,6638
E9,16,86574,34566,15727,5950
E10,16,92341,36544,16577,6375
E11,16,90164,35855,16304,6315
E12,16,107117,42544,19261,7355
F1,16,39510,16211,8207,4002
F2,16,38714,15677,7718,3584
F3,16,83679,33070,15098,5939
F4,16,85109,33840,15591,6207
F5,16,90381,35847,16413,6384
F6,16,96553,37982,17193,6603
F7,16,93656,36776,16642,6359
F8,16,93726,36810,16652,6322
F9,16,98620,38855,17464,6437
F10,16,94359,37446,16959,6510
F11,16,84551,33729,15361,5948
F12,16,109618,43433,19575,7309
G1,16,40403,16351,7965,3624
G2,16,43128,17462,8555,3926
G3,16,82831,33151,15352,6056
G4,16,90557,36092,16751,6845
G5,16,90648,36003,16502,6428
G6,16,84786,33832,15775,6322
