"well","minutes","input","normalised_fluorescence"
"B2",10.5,"Twist 10^5",0
"C2",10.5,"spike 10^9",0
"D2",10.5,"spike 10^8",0
"E2",10.5,"spike 10^7",0
"G2",10.5,"no template",0
"B2",23.8,"Twist 10^5",-0.00813346021188144
"C2",23.8,"spike 10^9",0.00469859572392828
"D2",23.8,"spike 10^8",2.90955370184911
"E2",23.8,"spike 10^7",0.000670472284671542
"G2",23.8,"no template",0
"B2",37.7,"Twist 10^5",0.0040070967045287
"C2",37.7,"spike 10^9",0.279368292963856
"D2",37.7,"spike 10^8",7.1203173077009
"E2",37.7,"spike 10^7",0.384784119763782
"G2",37.7,"no template",0
"B2",41.15,"Twist 10^5",-0.00224828358237761
"C2",41.15,"spike 10^9",0.631355112808473
"D2",41.15,"spike 10^8",7.28060044550216
"E2",41.15,"spike 10^7",0.606603236936917
"G2",41.15,"no template",0
"B2",52.35,"Twist 10^5",0.019656734977485
"C2",52.35,"spike 10^9",2.86722330044776
"D2",52.35,"spike 10^8",8.01441742363185
"E2",52.35,"spike 10^7",1.65190735048473
"G2",52.35,"no template",0
"B2",65.8,"Twist 10^5",0.0334403477797351
"C2",65.8,"spike 10^9",4.22674456484819
"D2",65.8,"spike 10^8",8.01799447882039
"E2",65.8,"spike 10^7",3.23555843789697
"G2",65.8,"no template",0
"B2",77.3,"Twist 10^5",0.0205355274330037
"C2",77.3,"spike 10^9",4.19508941682087
"D2",77.3,"spike 10^8",7.91367566645614
"E2",77.3,"spike 10^7",4.67154468563421
"G2",77.3,"no template",0
"B2",90.4,"Twist 10^5",0.0218460420242668
"C2",90.4,"spike 10^9",4.00110021590238
"D2",90.4,"spike 10^8",7.60925584299166
"E2",90.4,"spike 10^7",5.6139018393542
"G2",90.4,"no template",0
"B2",103.4,"Twist 10^5",0.339829504586813
"C2",103.4,"spike 10^9",4.35422635613497
"D2",103.4,"spike 10^8",7.94116600225462
"E2",103.4,"spike 10^7",6.18323446476816
"G2",103.4,"no template",0
"B2",117.1,"Twist 10^5",0.336906704592871
"C2",117.1,"spike 10^9",4.33573667558012
"D2",117.1,"spike 10^8",7.78457421151068
"E2",117.1,"spike 10^7",6.21568819928335
"G2",117.1,"no template",0
