"well","minutes","input","normalised_fluorescence"
"B8",38.55,"spike 10^5",0.522532003049673
"B9",38.55,"spike 10^5",0.48582842091493
"C7",38.55,"spike 10^4",0.111813606743004
"C8",38.55,"spike 10^4",0.0764701155894976
"C9",38.55,"spike 10^4",0.103066925369302
"D7",38.55,"spike 10^3",0.00826556349791452
"D8",38.55,"spike 10^3",0.0445325814460731
"D9",38.55,"spike 10^3",0.0450146885423004
"E7",38.55,"spike 10^2",0.0463775323556419
"E8",38.55,"spike 10^2",-0.0138341940815507
"E9",38.55,"spike 10^2",0.01380663356217
"F7",38.55,"spike 10",0.0111641014502448
"F8",38.55,"spike 10",-0.0270339794580301
"F9",38.55,"spike 10",0.0305665190706057
"G7",38.55,"no template",0
"G8",38.55,"no template",0
"G9",38.55,"no template",0
"B7",51.05,"spike 10^5",1.09071080092546
"B8",51.05,"spike 10^5",1.04512317627577
"B9",51.05,"spike 10^5",0.961794952935528
"C7",51.05,"spike 10^4",0.354129181351481
"C8",51.05,"spike 10^4",0.263511659230824
"C9",51.05,"spike 10^4",0.357848871034257
"D7",51.05,"spike 10^3",0.0274519600849654
"D8",51.05,"spike 10^3",0.080063951584552
"D9",51.05,"spike 10^3",0.101744597167528
"E7",51.05,"spike 10^2",0.0622549233608005
"E8",51.05,"spike 10^2",-0.0127364778750076
"E9",51.05,"spike 10^2",0.0321533449339664
"F7",51.05,"spike 10",0.0250548724045965
"F8",51.05,"spike 10",-0.0409155002364836
"F9",51.05,"spike 10",0.0446190035851211
"G7",51.05,"no template",0
"G8",51.05,"no template",0
"G9",51.05,"no template",0
"B7",65.5,"spike 10^5",1.2327689714527
"B8",65.5,"spike 10^5",1.1608969014948
"B9",65.5,"spike 10^5",1.0113762793097
"C7",65.5,"spike 10^4",0.677244103094543
"C8",65.5,"spike 10^4",0.487914822953453
"C9",65.5,"spike 10^4",0.636372462497193
"D7",65.5,"spike 10^3",0.0306129221745455
"D8",65.5,"spike 10^3",0.105895953619956
"D9",65.5,"spike 10^3",0.141530629847185
"E7",65.5,"spike 10^2",0.0744713732058178
"E8",65.5,"spike 10^2",-0.0250420132063458
"E9",65.5,"spike 10^2",0.0142462004686149
"F7",65.5,"spike 10",0.0350839681425983
"F8",65.5,"spike 10",-0.042401727075509
"F9",65.5,"spike 10",0.0253729817373582
"G7",65.5,"no template",0
"G8",65.5,"no template",0
"G9",65.5,"no template",0
"B7",79.4,"spike 10^5",1.25726130587647
"B8",79.4,"spike 10^5",1.18672012084134
"B9",79.4,"spike 10^5",1.0557750619864
"C7",79.4,"spike 10^4",0.932251895261186
"C8",79.4,"spike 10^4",0.714466917823141
"C9",79.4,"spike 10^4",0.881400422794695
"D7",79.4,"spike 10^3",0.0449665465822866
"D8",79.4,"spike 10^3",0.159769679076192
"D9",79.4,"spike 10^3",0.234824306790855
"E7",79.4,"spike 10^2",0.0571332423946682
"E8",79.4,"spike 10^2",-0.0193776293725951
"E9",79.4,"spike 10^2",0.033952741598305
"F7",79.4,"spike 10",0.0144624497366246
"F8",79.4,"spike 10",-0.0318646076615727
"F9",79.4,"spike 10",0.0288426971881359
"G7",79.4,"no template",0
"G8",79.4,"no template",0
"G9",79.4,"no template",0
"B7",91.8,"spike 10^5",1.27023256148797
"B8",91.8,"spike 10^5",1.19706610584372
"B9",91.8,"spike 10^5",1.07521967973221
"C7",91.8,"spike 10^4",1.05779141638953
"C8",91.8,"spike 10^4",0.890847871647604
"C9",91.8,"spike 10^4",0.984143612586339
"D7",91.8,"spike 10^3",0.0695423815414107
"D8",91.8,"spike 10^3",0.206895192171
"D9",91.8,"spike 10^3",0.305830954211294
"E7",91.8,"spike 10^2",0.0692780674523055
"E8",91.8,"spike 10^2",-0.0108952830725364
"E9",91.8,"spike 10^2",0.0346007831158669
"F7",91.8,"spike 10",0.0246288470992722
"F8",91.8,"spike 10",-0.0391621032484706
"F9",91.8,"spike 10",0.0367614580098909
"G7",91.8,"no template",0
"G8",91.8,"no template",0
"G9",91.8,"no template",0
"B7",107.4,"spike 10^5",1.24060265160332
"B8",107.4,"spike 10^5",1.17699161536135
"B9",107.4,"spike 10^5",1.05346231068163
"C7",107.4,"spike 10^4",1.09206352863881
"C8",107.4,"spike 10^4",0.986253612441048
"C9",107.4,"spike 10^4",1.01094751287511
"D7",107.4,"spike 10^3",0.0726997687555508
"D8",107.4,"spike 10^3",0.230926768581515
"D9",107.4,"spike 10^3",0.360744669010935
"E7",107.4,"spike 10^2",0.0820165777676845
"E8",107.4,"spike 10^2",-0.0169847711654294
"E9",107.4,"spike 10^2",0.0421610926266528
"F7",107.4,"spike 10",0.0168085304973398
"F8",107.4,"spike 10",-0.0436670298246837
"F9",107.4,"spike 10",0.032304454577569
"G7",107.4,"no template",0
"G8",107.4,"no template",0
"G9",107.4,"no template",0
"B7",119.1,"spike 10^5",1.26949940164559
"B8",119.1,"spike 10^5",1.19230890033252
"B9",119.1,"spike 10^5",1.04463468758466
"C7",119.1,"spike 10^4",1.11490641814553
"C8",119.1,"spike 10^4",1.04359637294112
"C9",119.1,"spike 10^4",1.01982820111324
"D7",119.1,"spike 10^3",0.0904408776389518
"D8",119.1,"spike 10^3",0.272779109978023
"D9",119.1,"spike 10^3",0.401981583362315
"E7",119.1,"spike 10^2",0.0774766064218337
"E8",119.1,"spike 10^2",-0.00711972343226175
"E9",119.1,"spike 10^2",0.0325603060729978
"F7",119.1,"spike 10",0.0237569800261068
"F8",119.1,"spike 10",-0.0312129230746516
"F9",119.1,"spike 10",0.00587008167332481
"G7",119.1,"no template",0
"G8",119.1,"no template",0
"G9",119.1,"no template",0
