"well","minutes","input","normalised_fluorescence"
"B4",0,"spike 10^5",0
"B5",0,"spike 10^5",0
"B6",0,"spike 10^5",0
"C4",0,"spike 10^4",0
"C5",0,"spike 10^4",0
"C6",0,"spike 10^4",0
"D4",0,"spike 10^3",0
"D5",0,"spike 10^3",0
"D6",0,"spike 10^3",0
"E4",0,"spike 10^2",0
"E5",0,"spike 10^2",0
"E6",0,"spike 10^2",0
"F4",0,"spike 10",0
"F5",0,"spike 10",0
"F6",0,"spike 10",0
"G4",0,"no template",0
"G5",0,"no template",0
"G6",0,"no template",0
"B4",12.8,"spike 10^5",0.0522397151043867
"B5",12.8,"spike 10^5",0.0322544343658693
"B6",12.8,"spike 10^5",0.0314827833220164
"C4",12.8,"spike 10^4",0.026206768082498
"C5",12.8,"spike 10^4",0.0281396438242454
"C6",12.8,"spike 10^4",0.0151925607005368
"D4",12.8,"spike 10^3",0.0267424771499551
"D5",12.8,"spike 10^3",0.0168320767432757
"D6",12.8,"spike 10^3",0.000121200613052652
"E4",12.8,"spike 10^2",0.0191441991017183
"E5",12.8,"spike 10^2",-0.00638414067718029
"E6",12.8,"spike 10^2",-0.0365769941247145
"F4",12.8,"spike 10",-0.0103400684498618
"F5",12.8,"spike 10",-0.0133718467112585
"F6",12.8,"spike 10",-0.0210230597662753
"G4",12.8,"no template",0
"G5",12.8,"no template",0
"G6",12.8,"no template",0
"B4",25.9,"spike 10^5",0.0930829278928669
"B5",25.9,"spike 10^5",0.0738207897009011
"B6",25.9,"spike 10^5",0.0706512282124023
"C4",25.9,"spike 10^4",0.0309411053223576
"C5",25.9,"spike 10^4",0.040318293167698
"C6",25.9,"spike 10^4",0.0133886867847204
"D4",25.9,"spike 10^3",0.0394928405417283
"D5",25.9,"spike 10^3",0.0238027663152149
"D6",25.9,"spike 10^3",-0.00057373189604526
"E4",25.9,"spike 10^2",0.0288325408917842
"E5",25.9,"spike 10^2",0.00748724851491267
"E6",25.9,"spike 10^2",-0.0256930306070144
"F4",25.9,"spike 10",-0.018988847464068
"F5",25.9,"spike 10",-0.0158313086968587
"F6",25.9,"spike 10",-0.0124652893104706
"G4",25.9,"no template",0
"G5",25.9,"no template",0
"G6",25.9,"no template",0
"B4",38.55,"spike 10^5",0.493737750105804
"B5",38.55,"spike 10^5",0.502984899233996
"B6",38.55,"spike 10^5",0.486379484382113
"C4",38.55,"spike 10^4",0.0769115299404166
"C5",38.55,"spike 10^4",0.103795217998287
"C6",38.55,"spike 10^4",0.0828433394499746
"D4",38.55,"spike 10^3",0.0759313335511407
"D5",38.55,"spike 10^3",0.0487295974018858
"D6",38.55,"spike 10^3",0.0171375320863529
"E4",38.55,"spike 10^2",0.0403935503898318
"E5",38.55,"spike 10^2",0.00874394850410454
"E6",38.55,"spike 10^2",-0.0324733567456497
"F4",38.55,"spike 10",-0.00775361274693842
"F5",38.55,"spike 10",-0.00804321526155438
"F6",38.55,"spike 10",-0.00404488904723665
"G4",38.55,"no template",0
"G5",38.55,"no template",0
"G6",38.55,"no template",0
"B4",51.05,"spike 10^5",1.06493656844402
"B5",51.05,"spike 10^5",1.0853914317634
"B6",51.05,"spike 10^5",1.0138483552599
"C4",51.05,"spike 10^4",0.20444587057781
"C5",51.05,"spike 10^4",0.281517666340104
"C6",51.05,"spike 10^4",0.249906151422322
"D4",51.05,"spike 10^3",0.101635897223501
"D5",51.05,"spike 10^3",0.0534847476465428
"D6",51.05,"spike 10^3",0.0760217885836924
"E4",51.05,"spike 10^2",0.0609462573640636
"E5",51.05,"spike 10^2",0.0224777786702666
"E6",51.05,"spike 10^2",-0.0248403665446929
"F4",51.05,"spike 10",-0.00251896601896795
"F5",51.05,"spike 10",-0.0165314445055551
"F6",51.05,"spike 10",0.0102062867570608
"G4",51.05,"no template",0
"G5",51.05,"no template",0
"G6",51.05,"no template",0
"B4",65.5,"spike 10^5",1.29804088635867
"B5",65.5,"spike 10^5",1.244051093684
"B6",65.5,"spike 10^5",1.1293375469855
"C4",65.5,"spike 10^4",0.361873849497677
"C5",65.5,"spike 10^4",0.498221144725611
"C6",65.5,"spike 10^4",0.453464816357281
"D4",65.5,"spike 10^3",0.134988924059314
"D5",65.5,"spike 10^3",0.0537875156602552
"D6",65.5,"spike 10^3",0.139733424862377
"E4",65.5,"spike 10^2",0.0662545213489092
"E5",65.5,"spike 10^2",0.00276720094353311
"E6",65.5,"spike 10^2",-0.043387073232937
"F4",65.5,"spike 10",0.00881079548144226
"F5",65.5,"spike 10",-0.0208398711425903
"F6",65.5,"spike 10",0.00372767147761077
"G4",65.5,"no template",0
"G5",65.5,"no template",0
"G6",65.5,"no template",0
"B4",79.4,"spike 10^5",1.32225594170158
"B5",79.4,"spike 10^5",1.35074485757691
"B6",79.4,"spike 10^5",1.18082510450911
"C4",79.4,"spike 10^4",0.505133250248443
"C5",79.4,"spike 10^4",0.764417697197268
"C6",79.4,"spike 10^4",0.701662039032455
"D4",79.4,"spike 10^3",0.159523896547553
"D5",79.4,"spike 10^3",0.0978343165899105
"D6",79.4,"spike 10^3",0.24138948742304
"E4",79.4,"spike 10^2",0.0564585383224188
"E5",79.4,"spike 10^2",0.0304548028082647
"E6",79.4,"spike 10^2",-0.0479113386477581
"F4",79.4,"spike 10",8.16923562669825e-05
"F5",79.4,"spike 10",0.00424037567560243
"F6",79.4,"spike 10",0.00334524314075879
"G4",79.4,"no template",0
"G5",79.4,"no template",0
"G6",79.4,"no template",0
"B4",91.8,"spike 10^5",1.32985093694871
"B5",91.8,"spike 10^5",1.33296872880386
"B6",91.8,"spike 10^5",1.20502897398036
"C4",91.8,"spike 10^4",0.647737750090039
"C5",91.8,"spike 10^4",0.938586915243134
"C6",91.8,"spike 10^4",0.887276873939701
"D4",91.8,"spike 10^3",0.197424848071183
"D5",91.8,"spike 10^3",0.0986505194311114
"D6",91.8,"spike 10^3",0.343982621609716
"E4",91.8,"spike 10^2",0.0755142867205814
"E5",91.8,"spike 10^2",0.0177496952386387
"E6",91.8,"spike 10^2",-0.0271705771227845
"F4",91.8,"spike 10",0.0033275087422362
"F5",91.8,"spike 10",-0.015688376640417
"F6",91.8,"spike 10",0.0159138623344001
"G4",91.8,"no template",0
"G5",91.8,"no template",0
"G6",91.8,"no template",0
"B4",107.4,"spike 10^5",1.32583640000799
"B5",107.4,"spike 10^5",1.32711476782946
"B6",107.4,"spike 10^5",1.15016191379152
"C4",107.4,"spike 10^4",0.791656478915157
"C5",107.4,"spike 10^4",1.10364466772403
"C6",107.4,"spike 10^4",0.980704068900566
"D4",107.4,"spike 10^3",0.220802854200332
"D5",107.4,"spike 10^3",0.0999261603884027
"D6",107.4,"spike 10^3",0.386132913158525
"E4",107.4,"spike 10^2",0.0627060731697742
"E5",107.4,"spike 10^2",0.0204359179053994
"E6",107.4,"spike 10^2",-0.0582760124841494
"F4",107.4,"spike 10",-0.00804215197349967
"F5",107.4,"spike 10",-0.00519544752338374
"F6",107.4,"spike 10",-0.00685011009075376
"G4",107.4,"no template",0
"G5",107.4,"no template",0
"G6",107.4,"no template",0
"B4",119.1,"spike 10^5",1.33239708770931
"B5",119.1,"spike 10^5",1.35341664793639
"B6",119.1,"spike 10^5",1.17935270510397
"C4",119.1,"spike 10^4",0.915563001439894
"C5",119.1,"spike 10^4",1.22172093634316
"C6",119.1,"spike 10^4",1.09087471810926
"D4",119.1,"spike 10^3",0.251960482626594
"D5",119.1,"spike 10^3",0.120717820801871
"D6",119.1,"spike 10^3",0.483589313248928
"E4",119.1,"spike 10^2",0.0761931239704516
"E5",119.1,"spike 10^2",0.0340845826015985
"E6",119.1,"spike 10^2",-0.0304525997847375
"F4",119.1,"spike 10",0.0105736208043803
"F5",119.1,"spike 10",0.0188118190708988
"F6",119.1,"spike 10",0.0045618971192346
"G4",119.1,"no template",0
"G5",119.1,"no template",0
"G6",119.1,"no template",0
