"well","minutes","input","normalised_fluorescence"
"C2",0,"Twist 10^5",0
"C3",0,"spike 10^6",0
"C4",0,"spike 10^5",0
"C5",0,"spike 10^4",0
"C6",0,"spike 10^3",0
"C7",0,"spike 10^2",0
"C8",0,"spike 10",0
"C9",0,"no template",0
"C2",12.5,"Twist 10^5",0.162917051128759
"C3",12.5,"spike 10^6",-0.00783089565032657
"C4",12.5,"spike 10^5",0.171716021549343
"C5",12.5,"spike 10^4",0.014300360218471
"C6",12.5,"spike 10^3",-0.00232703828909298
"C7",12.5,"spike 10^2",0.0122264318304453
"C8",12.5,"spike 10",0.0097553924889382
"C9",12.5,"no template",0
"C2",25.1,"Twist 10^5",0.428745107897743
"C3",25.1,"spike 10^6",0.214474871314733
"C4",25.1,"spike 10^5",0.342251726528684
"C5",25.1,"spike 10^4",0.0369096063018359
"C6",25.1,"spike 10^3",0.00171776899716547
"C7",25.1,"spike 10^2",0.0263423072767754
"C8",25.1,"spike 10",0.0228961556375935
"C9",25.1,"no template",0
"C2",37.6,"Twist 10^5",1.11211686064581
"C3",37.6,"spike 10^6",0.913446203345873
"C4",37.6,"spike 10^5",1.09470934897157
"C5",37.6,"spike 10^4",0.253575290047042
"C6",37.6,"spike 10^3",0.0188022920815503
"C7",37.6,"spike 10^2",0.0625782030886175
"C8",37.6,"spike 10",0.0394913969455415
"C9",37.6,"no template",0
"C2",50.3,"Twist 10^5",1.1283345131471
"C3",50.3,"spike 10^6",0.939216283920846
"C4",50.3,"spike 10^5",1.24263084836898
"C5",50.3,"spike 10^4",0.640333032462875
"C6",50.3,"spike 10^3",0.0398380750377378
"C7",50.3,"spike 10^2",0.145463858068676
"C8",50.3,"spike 10",0.0647334888855551
"C9",50.3,"no template",0
"C2",63.1,"Twist 10^5",1.16257656900054
"C3",63.1,"spike 10^6",0.973840684436469
"C4",63.1,"spike 10^5",1.29429866229959
"C5",63.1,"spike 10^4",0.883501080519742
"C6",63.1,"spike 10^3",0.0819758968971742
"C7",63.1,"spike 10^2",0.26078810309982
"C8",63.1,"spike 10",0.133706377408052
"C9",63.1,"no template",0
"C2",75.65,"Twist 10^5",1.1253409283206
"C3",75.65,"spike 10^6",0.953666889759608
"C4",75.65,"spike 10^5",1.2569480724031
"C5",75.65,"spike 10^4",0.889411928609786
"C6",75.65,"spike 10^3",0.109058852295893
"C7",75.65,"spike 10^2",0.325320183191536
"C8",75.65,"spike 10",0.180187285736135
"C9",75.65,"no template",0
"C2",88.1,"Twist 10^5",1.13759489950014
"C3",88.1,"spike 10^6",0.95317957082053
"C4",88.1,"spike 10^5",1.24300610033382
"C5",88.1,"spike 10^4",0.963845796154299
"C6",88.1,"spike 10^3",0.156399269137021
"C7",88.1,"spike 10^2",0.438588699433604
"C8",88.1,"spike 10",0.247767033381675
"C9",88.1,"no template",0
"C2",102.1,"Twist 10^5",1.14934923148403
"C3",102.1,"spike 10^6",0.962886757315864
"C4",102.1,"spike 10^5",1.26444891893366
"C5",102.1,"spike 10^4",0.962454660829139
"C6",102.1,"spike 10^3",0.194016873589747
"C7",102.1,"spike 10^2",0.547130357294342
"C8",102.1,"spike 10",0.28409053487958
"C9",102.1,"no template",0
"C2",114.4,"Twist 10^5",1.14638311976309
"C3",114.4,"spike 10^6",0.962706639235812
"C4",114.4,"spike 10^5",1.26052524721624
"C5",114.4,"spike 10^4",0.956924829045177
"C6",114.4,"spike 10^3",0.230536131845976
"C7",114.4,"spike 10^2",0.593605625238592
"C8",114.4,"spike 10",0.341150491458565
"C9",114.4,"no template",0
"C2",126.75,"Twist 10^5",1.08482859532185
"C3",126.75,"spike 10^6",0.905772103617452
"C4",126.75,"spike 10^5",1.18258582418435
"C5",126.75,"spike 10^4",0.905802811527468
"C6",126.75,"spike 10^3",0.214045531141824
"C7",126.75,"spike 10^2",0.594484224025184
"C8",126.75,"spike 10",0.317806633639635
"C9",126.75,"no template",0
